order_id,customer_id,order_date,product_category,amount
3706,C060,2025-02-24,Home,405.51
3707,C251,2025-02-16,Accessories,68.9
3708,C112,2025-03-22,Toys,140.14
3709,C134,2025-02-17,Electronics,18.6
3710,C417,2025-04-26,Fashion,153.72
3711,C203,2025-03-26,Fashion,388.84
3712,C279,2025-03-06,Books,263.8
3713,C113,2025-02-19,Accessories,180.57
3714,C183,2025-03-25,Sports,192.15
3715,C046,2025-02-07,Sports,10.66
3716,C365,2025-03-10,Accessories,156.9
3717,C458,2025-04-07,Toys,326.76
3718,C077,2025-04-18,Electronics,487.36
3719,C098,2025-04-23,Electronics,425.06
3720,C441,2025-04-21,Books,21.56
3721,C193,2025-01-20,Accessories,450.29
3722,C466,2025-02-04,Fashion,393.77
3723,C389,2025-04-28,Sports,392.38
3724,C090,2025-03-24,Fashion,234.42
3725,C438,2025-01-04,Books,205.02
3726,C198,2025-02-10,Electronics,158.43
3727,C249,2025-02-13,Toys,42.19
3728,C500,2025-01-23,Toys,121.84
3729,C377,2025-01-06,Sports,130.84
3730,C009,2025-01-18,Books,247.2
3731,C127,2025-02-28,Sports,376.25
3732,C463,2025-01-28,Electronics,242.17
3733,C214,2025-04-06,Sports,38.34
3734,C193,2025-02-03,Fashion,479.32
3735,C407,2025-03-19,Home,471.93
3736,C330,2025-04-15,Books,394.74
3737,C250,2025-04-29,Sports,495.75
3738,C100,2025-03-12,Fashion,276.8
3739,C122,2025-02-11,Books,481.76
3740,C471,2025-01-03,Books,47.05
3741,C185,2025-02-12,Home,189.18
3742,C196,2025-02-08,Fashion,120.44
3743,C295,2025-01-02,Accessories,105.96
3744,C457,2025-03-21,Electronics,78.99
3745,C330,2025-01-07,Toys,314.98
3746,C457,2025-03-28,Home,392.85
3747,C365,2025-04-13,Fashion,293.37
3748,C341,2025-03-28,Home,82.01
3749,C336,2025-03-28,Sports,407.45
3750,C010,2025-01-25,Toys,321.62
3751,C009,2025-02-10,Books,200.2
3752,C489,2025-04-26,Sports,340.32
3753,C083,2025-01-21,Books,137.35
3754,C121,2025-02-18,Books,179.14
3755,C447,2025-03-19,Toys,459.57
3756,C093,2025-03-28,Books,152.35
3757,C322,2025-02-21,Accessories,240.29
3758,C146,2025-03-17,Home,446.17
3759,C213,2025-01-11,Books,356.78
3760,C280,2025-02-17,Electronics,40.48
3761,C406,2025-01-05,Fashion,82.18
3762,C311,2025-03-09,Toys,13.84
3763,C076,2025-03-01,Electronics,319.15
3764,C041,2025-01-23,Sports,229.36
3765,C083,2025-04-18,Accessories,75.79
3766,C338,2025-03-06,Electronics,479.39
3767,C464,2025-04-12,Electronics,269.53
3768,C433,2025-01-02,Books,128.53
3769,C446,2025-02-18,Toys,255.3
3770,C432,2025-02-10,Toys,343.01
3771,C070,2025-02-26,Books,47.36
3772,C016,2025-01-29,Sports,144.6
3773,C471,2025-02-18,Sports,405.41
3774,C095,2025-01-10,Toys,235.24
3775,C401,2025-04-16,Home,277.82
3776,C169,2025-04-03,Electronics,222.08
3777,C467,2025-02-26,Fashion,31.51
3778,C405,2025-03-24,Home,91.22
3779,C283,2025-02-02,Electronics,228.32
3780,C486,2025-01-25,Accessories,112.5
3781,C102,2025-04-27,Toys,34.49
3782,C212,2025-02-21,Electronics,423.39
3783,C273,2025-03-11,Sports,490.78
3784,C328,2025-01-12,Electronics,398.64
3785,C345,2025-04-04,Fashion,428.35
3786,C476,2025-01-02,Sports,128.57
3787,C274,2025-03-22,Toys,480.71
3788,C224,2025-04-03,Sports,106.49
3789,C004,2025-02-02,Toys,476.2
3790,C350,2025-04-25,Sports,497.46
3791,C219,2025-04-02,Books,358.74
3792,C123,2025-02-24,Toys,490.76
3793,C154,2025-03-04,Sports,289.07
3794,C323,2025-02-10,Fashion,137.18
3795,C051,2025-03-22,Accessories,224.13
3796,C018,2025-03-15,Sports,300.84
3797,C079,2025-03-14,Fashion,45.81
3798,C224,2025-03-24,Toys,314.95
3799,C027,2025-02-10,Accessories,490.78
3800,C035,2025-01-05,Toys,103.15
3801,C259,2025-03-13,Accessories,398.37
3802,C069,2025-04-24,Fashion,454.87
3803,C170,2025-03-30,Accessories,472.41
3804,C017,2025-01-27,Sports,480.47
3805,C376,2025-04-10,Fashion,265.52
3806,C386,2025-04-09,Books,488.88
3807,C009,2025-03-03,Home,381.08
3808,C310,2025-01-31,Fashion,89.22
3809,C195,2025-03-27,Accessories,243.68
3810,C104,2025-04-29,Toys,361.98
3811,C499,2025-03-21,Accessories,131.2
3812,C212,2025-03-30,Electronics,323.9
3813,C463,2025-04-09,Home,336.63
3814,C173,2025-04-04,Home,89.72
3815,C343,2025-01-17,Books,286.89
3816,C437,2025-04-06,Accessories,388.1
3817,C027,2025-04-25,Books,254.46
3818,C031,2025-03-13,Sports,15.93
3819,C225,2025-03-07,Books,14.43
3820,C127,2025-01-09,Fashion,184.94
3821,C137,2025-05-01,Home,463.84
3822,C480,2025-03-29,Books,122.05
3823,C060,2025-01-05,Home,320.84
3824,C101,2025-02-07,Books,118.82
3825,C155,2025-02-09,Fashion,167.62
3826,C468,2025-03-04,Electronics,425.54
3827,C415,2025-03-24,Electronics,367.14
3828,C062,2025-01-30,Sports,56.75
3829,C335,2025-02-26,Fashion,220.06
3830,C304,2025-02-26,Toys,24.29
3831,C337,2025-04-07,Electronics,245.64
3832,C335,2025-02-09,Home,334.59
3833,C350,2025-02-03,Books,68.07
3834,C063,2025-04-09,Books,151.55
3835,C122,2025-04-08,Toys,204.94
3836,C456,2025-01-16,Books,460.57
3837,C218,2025-04-08,Electronics,496.69
3838,C264,2025-02-18,Accessories,32.01
3839,C179,2025-01-31,Toys,382.89
3840,C303,2025-04-29,Sports,192.14
3841,C034,2025-04-11,Home,202.3
3842,C015,2025-03-08,Accessories,379.59
3843,C297,2025-04-14,Toys,460.03
3844,C413,2025-02-15,Home,475.96
3845,C367,2025-04-08,Sports,292.79
3846,C396,2025-02-19,Sports,184.99
3847,C315,2025-01-21,Home,395.9
3848,C194,2025-04-22,Accessories,132.99
3849,C007,2025-02-09,Electronics,286.4
3850,C186,2025-03-22,Toys,185.7
3851,C062,2025-02-06,Fashion,331.75
3852,C065,2025-02-15,Sports,127.8
3853,C459,2025-04-08,Sports,103.88
3854,C266,2025-02-13,Home,459.94
3855,C239,2025-02-25,Fashion,59.88
3856,C301,2025-01-10,Fashion,257.92
3857,C084,2025-04-11,Sports,118.22
3858,C378,2025-01-18,Accessories,29.08
3859,C255,2025-04-16,Books,27.65
3860,C133,2025-01-24,Accessories,95.86
3861,C416,2025-03-24,Electronics,434.72
3862,C218,2025-01-03,Accessories,148.41
3863,C255,2025-02-17,Toys,475.72
3864,C203,2025-03-08,Toys,294.99
3865,C119,2025-01-20,Fashion,223.94
3866,C196,2025-04-19,Books,294.24
3867,C378,2025-02-01,Sports,263.18
3868,C255,2025-03-09,Toys,381.8
3869,C230,2025-01-31,Electronics,148.42
3870,C443,2025-01-27,Electronics,182.99
3871,C331,2025-02-25,Fashion,448.11
3872,C358,2025-01-26,Accessories,473.76
3873,C127,2025-02-15,Toys,447.35
3874,C192,2025-02-07,Home,215.53
3875,C192,2025-02-06,Home,392.38
3876,C280,2025-01-02,Books,243.4
3877,C250,2025-04-14,Accessories,253.79
3878,C132,2025-04-27,Sports,110.29
3879,C278,2025-02-26,Accessories,299.65
3880,C231,2025-02-15,Electronics,101.21
3881,C005,2025-01-28,Sports,172.47
3882,C013,2025-01-27,Electronics,428.96
3883,C219,2025-04-29,Accessories,111.47
3884,C336,2025-04-01,Accessories,44.87
3885,C022,2025-03-20,Toys,43.81
3886,C095,2025-01-02,Toys,470.98
3887,C351,2025-03-04,Books,258.39
3888,C250,2025-03-24,Toys,210.61
3889,C074,2025-03-25,Electronics,407.33
3890,C223,2025-02-05,Accessories,419.55
3891,C305,2025-04-13,Home,172.77
3892,C262,2025-04-19,Electronics,349.87
3893,C284,2025-02-11,Accessories,387.85
3894,C004,2025-01-01,Electronics,330.78
3895,C228,2025-04-06,Electronics,84.28
3896,C472,2025-05-01,Fashion,439.18
3897,C131,2025-01-02,Books,274.16
3898,C319,2025-03-13,Toys,148.41
3899,C331,2025-03-23,Fashion,218.36
3900,C170,2025-02-05,Home,28.41
3901,C292,2025-01-22,Sports,72.65
3902,C231,2025-01-03,Sports,385.12
3903,C142,2025-04-24,Home,10.01
3904,C202,2025-01-12,Books,214.12
3905,C400,2025-01-26,Books,266.03
3906,C369,2025-03-08,Sports,36.77
3907,C040,2025-04-08,Fashion,486.81
3908,C486,2025-03-11,Electronics,120.8
3909,C259,2025-04-09,Home,159.06
3910,C382,2025-03-31,Electronics,158.93
3911,C121,2025-03-13,Electronics,122.9
3912,C481,2025-02-09,Fashion,10.72
3913,C236,2025-01-24,Books,367.38
3914,C157,2025-03-21,Home,483.75
3915,C018,2025-01-07,Home,119.9
3916,C052,2025-04-11,Books,334.89
3917,C151,2025-03-09,Accessories,373.53
3918,C257,2025-01-30,Fashion,425.73
3919,C497,2025-02-13,Toys,217.09
3920,C114,2025-02-15,Toys,158.44
3921,C400,2025-02-27,Books,169.39
3922,C276,2025-05-01,Sports,359.18
3923,C093,2025-03-13,Home,410.22
3924,C052,2025-03-03,Books,98.99
3925,C289,2025-03-27,Home,191.76
3926,C019,2025-04-29,Home,451.95
3927,C053,2025-02-24,Sports,405.28
3928,C134,2025-01-24,Toys,492.58
3929,C241,2025-01-29,Electronics,379.58
3930,C004,2025-03-18,Sports,202.67
3931,C450,2025-01-21,Sports,299.41
3932,C183,2025-01-05,Accessories,333.9
3933,C098,2025-01-08,Sports,48.44
3934,C334,2025-03-29,Books,276.8
3935,C465,2025-01-17,Sports,357.57
3936,C050,2025-04-24,Sports,91.99
3937,C276,2025-02-18,Fashion,392.51
3938,C050,2025-01-22,Home,296.05
3939,C242,2025-03-02,Books,476.59
3940,C498,2025-03-26,Fashion,30.79
3941,C336,2025-04-19,Electronics,140.01
3942,C372,2025-04-04,Fashion,304.76
3943,C263,2025-03-10,Sports,155.31
3944,C257,2025-03-30,Electronics,360.07
3945,C081,2025-03-06,Fashion,381.91
3946,C264,2025-04-23,Sports,60.23
3947,C397,2025-02-08,Fashion,261.79
3948,C394,2025-04-18,Fashion,259.36
3949,C061,2025-01-11,Fashion,190.95
3950,C237,2025-01-13,Books,467.13
3951,C017,2025-01-06,Electronics,415.48
3952,C061,2025-01-28,Toys,351.63
3953,C459,2025-03-19,Toys,360.02
3954,C193,2025-04-21,Sports,236.24
3955,C376,2025-04-23,Sports,461.29
3956,C168,2025-01-24,Toys,350.35
3957,C035,2025-02-17,Home,367.2
3958,C373,2025-02-23,Electronics,432.23
3959,C137,2025-03-27,Toys,144.3
3960,C486,2025-01-04,Electronics,405.46
3961,C226,2025-02-06,Sports,105.67
3962,C064,2025-03-31,Toys,179.22
3963,C141,2025-02-14,Home,174.45
3964,C217,2025-04-06,Toys,489.48
3965,C272,2025-03-23,Accessories,429.7
3966,C266,2025-02-25,Sports,353.57
3967,C419,2025-03-18,Accessories,366.26
3968,C026,2025-04-09,Sports,285.42
3969,C356,2025-04-09,Fashion,474.07
3970,C041,2025-01-28,Books,253.17
3971,C057,2025-03-08,Sports,196.45
3972,C336,2025-04-30,Accessories,89.89
3973,C030,2025-04-04,Home,395.24
3974,C168,2025-01-26,Fashion,369.88
3975,C224,2025-04-07,Books,198.33
3976,C280,2025-04-08,Electronics,22.34
3977,C309,2025-01-29,Electronics,421.11
3978,C367,2025-03-17,Electronics,15.59
3979,C091,2025-04-11,Electronics,354.81
3980,C310,2025-03-19,Electronics,485.43
3981,C406,2025-02-28,Accessories,224.45
3982,C052,2025-01-27,Sports,125.14
3983,C071,2025-01-11,Books,355.39
3984,C037,2025-02-26,Fashion,410.39
3985,C428,2025-03-26,Home,277.75
3986,C338,2025-03-17,Fashion,483.85
3987,C277,2025-03-16,Electronics,35.32
3988,C360,2025-01-13,Accessories,257.35
3989,C478,2025-03-16,Electronics,362.04
3990,C450,2025-04-29,Fashion,432.69
3991,C110,2025-04-28,Electronics,97.84
3992,C106,2025-02-10,Fashion,402.0
3993,C068,2025-03-09,Accessories,280.83
3994,C460,2025-04-16,Electronics,204.31
3995,C154,2025-02-12,Books,74.54
3996,C377,2025-03-18,Fashion,433.99
3997,C384,2025-02-09,Books,87.06
3998,C328,2025-01-05,Sports,161.8
3999,C002,2025-02-05,Sports,152.12
4000,C198,2025-02-24,Electronics,436.99
4001,C124,2025-01-20,Fashion,339.62
4002,C257,2025-03-14,Sports,400.37
4003,C470,2025-03-11,Books,132.73
4004,C226,2025-03-28,Electronics,316.19
4005,C445,2025-01-24,Toys,290.16
4006,C253,2025-04-21,Books,418.09
4007,C012,2025-02-08,Books,453.98
4008,C165,2025-03-30,Toys,15.96
4009,C463,2025-04-26,Electronics,340.27
4010,C426,2025-04-16,Home,35.4
4011,C335,2025-01-02,Books,278.94
4012,C202,2025-01-14,Accessories,150.94
4013,C046,2025-01-31,Sports,160.32
4014,C143,2025-03-29,Fashion,182.95
4015,C058,2025-02-06,Electronics,314.43
4016,C334,2025-03-17,Home,173.68
4017,C073,2025-01-28,Books,369.02
4018,C183,2025-01-20,Toys,208.22
4019,C312,2025-02-08,Electronics,43.49
4020,C095,2025-01-03,Sports,394.04
4021,C175,2025-01-30,Home,150.02
4022,C210,2025-04-09,Sports,222.06
4023,C495,2025-02-03,Fashion,345.87
4024,C053,2025-03-13,Home,172.9
4025,C090,2025-03-12,Fashion,37.73
4026,C378,2025-04-25,Electronics,193.22
4027,C493,2025-03-15,Electronics,472.78
4028,C417,2025-02-02,Fashion,324.45
4029,C026,2025-04-01,Home,339.02
4030,C024,2025-02-02,Fashion,319.82
4031,C479,2025-03-16,Toys,107.51
4032,C217,2025-01-04,Electronics,214.98
4033,C202,2025-01-16,Toys,377.96
4034,C241,2025-03-24,Toys,59.67
4035,C373,2025-03-07,Electronics,146.15
4036,C446,2025-04-11,Fashion,145.4
4037,C309,2025-04-12,Toys,221.69
4038,C254,2025-02-19,Electronics,490.38
4039,C183,2025-03-23,Toys,43.08
4040,C193,2025-01-19,Accessories,264.16
4041,C063,2025-04-10,Home,97.89
4042,C358,2025-01-19,Fashion,485.63
4043,C383,2025-01-24,Toys,65.52
4044,C296,2025-04-17,Sports,207.76
4045,C326,2025-01-27,Electronics,371.56
4046,C467,2025-04-13,Toys,355.23
4047,C166,2025-04-30,Toys,217.14
4048,C389,2025-03-29,Accessories,179.8
4049,C008,2025-04-23,Sports,204.83
4050,C311,2025-01-29,Books,139.5
4051,C277,2025-03-30,Fashion,110.61
4052,C113,2025-02-04,Home,246.69
4053,C392,2025-01-20,Accessories,141.58
4054,C101,2025-02-01,Books,150.86
4055,C427,2025-02-28,Sports,331.81
4056,C297,2025-03-08,Accessories,484.58
4057,C018,2025-04-14,Electronics,305.78
4058,C337,2025-03-06,Home,47.72
4059,C249,2025-03-17,Fashion,47.04
4060,C019,2025-01-02,Books,476.2
4061,C315,2025-02-09,Toys,155.67
4062,C371,2025-04-26,Sports,55.11
4063,C139,2025-04-10,Books,303.53
4064,C048,2025-04-13,Books,315.59
4065,C165,2025-03-17,Home,327.77
4066,C484,2025-02-02,Sports,141.03
4067,C258,2025-04-06,Accessories,17.4
4068,C115,2025-02-13,Electronics,482.86
4069,C312,2025-01-09,Accessories,132.94
4070,C373,2025-04-24,Toys,341.25
4071,C189,2025-04-13,Electronics,356.25
4072,C221,2025-03-24,Electronics,308.9
4073,C347,2025-03-01,Fashion,163.32
4074,C039,2025-02-06,Toys,142.84
4075,C210,2025-04-03,Electronics,302.86
4076,C259,2025-04-18,Sports,434.39
4077,C100,2025-04-14,Sports,473.9
4078,C087,2025-03-11,Home,61.89
4079,C455,2025-03-13,Books,85.87
4080,C479,2025-01-14,Fashion,472.92
4081,C003,2025-04-05,Toys,370.9
4082,C405,2025-03-26,Accessories,442.67
4083,C077,2025-01-13,Electronics,109.29
4084,C225,2025-01-06,Accessories,297.92
4085,C294,2025-01-31,Electronics,353.56
4086,C461,2025-04-01,Fashion,343.25
4087,C235,2025-01-25,Accessories,209.99
4088,C437,2025-03-04,Fashion,17.54
4089,C039,2025-04-17,Home,295.63
4090,C428,2025-02-02,Toys,134.02
4091,C224,2025-02-26,Toys,230.62
4092,C300,2025-03-03,Accessories,479.21
4093,C206,2025-01-22,Electronics,205.53
4094,C425,2025-02-26,Home,421.5
4095,C164,2025-03-22,Books,102.38
4096,C365,2025-04-18,Toys,339.51
4097,C327,2025-03-06,Electronics,488.73
4098,C496,2025-01-09,Books,59.93
4099,C154,2025-02-04,Accessories,14.08
4100,C230,2025-01-01,Sports,222.46
4101,C354,2025-01-04,Books,55.39
4102,C384,2025-02-03,Fashion,376.71
4103,C152,2025-01-21,Sports,458.13
4104,C307,2025-04-15,Toys,222.67
4105,C393,2025-02-01,Books,136.77
4106,C360,2025-02-13,Home,222.86
4107,C369,2025-02-21,Books,364.49
4108,C059,2025-03-05,Sports,14.44
4109,C228,2025-01-16,Fashion,298.83
4110,C072,2025-04-27,Sports,310.51
4111,C273,2025-04-10,Accessories,322.47
4112,C384,2025-01-14,Toys,128.59
4113,C341,2025-03-17,Books,359.89
4114,C252,2025-01-09,Fashion,54.78
4115,C019,2025-03-07,Home,107.64
4116,C032,2025-04-12,Home,439.96
4117,C403,2025-02-04,Electronics,371.97
4118,C461,2025-01-27,Home,16.74
4119,C054,2025-03-31,Toys,131.7
4120,C294,2025-03-05,Electronics,115.06
4121,C223,2025-02-09,Books,142.7
4122,C253,2025-04-28,Sports,131.3
4123,C261,2025-01-30,Electronics,40.64
4124,C115,2025-01-13,Books,234.88
4125,C046,2025-03-04,Fashion,369.04
4126,C333,2025-03-26,Fashion,307.3
4127,C457,2025-03-28,Accessories,339.71
4128,C062,2025-03-30,Fashion,49.76
4129,C393,2025-02-20,Accessories,476.23
4130,C205,2025-04-03,Accessories,420.86
4131,C050,2025-01-19,Home,404.49
4132,C143,2025-01-28,Toys,413.26
4133,C019,2025-03-16,Home,467.03
4134,C294,2025-02-15,Fashion,276.68
4135,C269,2025-02-22,Sports,108.14
4136,C205,2025-03-18,Books,312.22
4137,C168,2025-02-19,Sports,374.01
4138,C002,2025-02-12,Fashion,371.58
4139,C286,2025-02-17,Books,265.51
4140,C154,2025-04-29,Home,43.54
4141,C127,2025-01-15,Home,191.85
4142,C232,2025-01-27,Electronics,461.18
4143,C111,2025-02-16,Accessories,296.38
4144,C349,2025-04-30,Sports,273.78
4145,C462,2025-01-18,Books,141.74
4146,C153,2025-01-15,Sports,190.54
4147,C122,2025-01-05,Sports,448.72
4148,C414,2025-04-15,Toys,336.57
4149,C003,2025-02-03,Fashion,395.82
4150,C432,2025-03-11,Sports,232.63
4151,C344,2025-03-03,Home,318.82
4152,C217,2025-01-07,Accessories,131.71
4153,C371,2025-03-01,Electronics,355.68
4154,C279,2025-01-22,Accessories,219.52
4155,C458,2025-01-02,Toys,226.85
4156,C440,2025-02-24,Toys,328.17
4157,C240,2025-02-09,Books,468.78
4158,C302,2025-02-03,Accessories,41.36
4159,C214,2025-02-22,Sports,414.12
4160,C250,2025-01-02,Sports,153.27
4161,C411,2025-03-23,Accessories,227.52
4162,C498,2025-04-18,Fashion,20.74
4163,C375,2025-02-07,Sports,157.51
4164,C041,2025-02-02,Accessories,256.29
4165,C119,2025-03-18,Electronics,37.53
4166,C487,2025-02-23,Sports,250.64
4167,C103,2025-02-13,Accessories,464.28
4168,C381,2025-02-07,Sports,61.64
4169,C424,2025-01-30,Toys,384.58
4170,C464,2025-03-18,Books,210.74
4171,C033,2025-03-04,Books,331.04
4172,C145,2025-01-07,Fashion,137.52
4173,C397,2025-03-02,Electronics,88.15
4174,C036,2025-02-16,Accessories,88.63
4175,C094,2025-01-16,Fashion,44.54
4176,C307,2025-02-01,Sports,100.97
4177,C158,2025-04-06,Fashion,335.47
4178,C198,2025-02-20,Toys,442.03
4179,C256,2025-03-29,Toys,408.92
4180,C497,2025-01-24,Books,345.72
4181,C245,2025-02-17,Fashion,64.11
4182,C143,2025-05-01,Fashion,151.7
4183,C344,2025-04-07,Accessories,161.81
4184,C263,2025-03-20,Fashion,132.48
4185,C421,2025-01-21,Fashion,262.35
4186,C469,2025-03-21,Sports,272.42
4187,C191,2025-03-14,Home,184.87
4188,C442,2025-01-12,Toys,183.36
4189,C434,2025-01-17,Toys,415.99
4190,C404,2025-02-06,Toys,396.75
4191,C066,2025-02-18,Home,160.82
4192,C254,2025-02-09,Fashion,457.76
4193,C102,2025-04-20,Accessories,476.88
4194,C403,2025-01-31,Books,170.1
4195,C229,2025-04-30,Toys,183.67
4196,C303,2025-01-31,Fashion,257.76
4197,C007,2025-01-10,Electronics,471.15
4198,C144,2025-03-25,Accessories,439.4
4199,C492,2025-04-23,Electronics,60.26
4200,C263,2025-03-21,Fashion,202.44
4201,C015,2025-03-27,Fashion,281.15
4202,C291,2025-02-25,Home,256.53
4203,C238,2025-03-19,Fashion,104.99
4204,C429,2025-03-25,Electronics,430.82
4205,C493,2025-04-10,Fashion,341.7
4206,C094,2025-01-20,Sports,420.58
4207,C405,2025-01-30,Books,430.79
4208,C037,2025-01-19,Fashion,376.69
4209,C384,2025-01-29,Books,225.21
4210,C329,2025-01-06,Electronics,309.17
4211,C281,2025-03-08,Sports,88.58
4212,C439,2025-02-14,Toys,340.09
4213,C324,2025-03-27,Fashion,97.83
4214,C455,2025-02-25,Toys,350.04
4215,C042,2025-03-21,Fashion,122.5
4216,C149,2025-01-31,Home,67.6
4217,C165,2025-02-12,Sports,90.99
4218,C227,2025-03-29,Books,10.98
4219,C380,2025-02-03,Books,362.18
4220,C326,2025-04-08,Toys,368.88
4221,C260,2025-04-27,Fashion,262.32
4222,C496,2025-03-28,Fashion,89.07
4223,C203,2025-02-07,Sports,50.94
4224,C017,2025-04-27,Fashion,19.37
4225,C385,2025-03-05,Sports,91.22
4226,C141,2025-01-24,Home,446.52
4227,C257,2025-01-15,Toys,128.35
4228,C044,2025-01-24,Toys,183.59
4229,C256,2025-02-15,Toys,61.62
4230,C494,2025-04-20,Electronics,118.96
4231,C475,2025-04-18,Fashion,264.42
4232,C119,2025-02-26,Books,307.8
4233,C410,2025-03-02,Books,130.22
4234,C175,2025-03-06,Toys,38.29
4235,C223,2025-01-26,Books,201.61
4236,C094,2025-01-11,Electronics,124.76
4237,C273,2025-03-13,Sports,117.58
4238,C121,2025-01-03,Accessories,480.33
4239,C215,2025-03-02,Books,311.99
4240,C137,2025-02-06,Sports,282.87
4241,C034,2025-01-14,Fashion,213.73
4242,C049,2025-03-23,Books,220.18
4243,C181,2025-01-20,Home,275.04
4244,C277,2025-03-28,Fashion,351.25
4245,C485,2025-02-11,Books,354.05
4246,C403,2025-01-17,Fashion,94.13
4247,C285,2025-01-03,Electronics,255.06
4248,C291,2025-01-31,Fashion,211.86
4249,C130,2025-02-07,Sports,436.56
4250,C316,2025-03-04,Toys,319.4
4251,C180,2025-04-07,Accessories,270.93
4252,C316,2025-03-25,Books,66.54
4253,C437,2025-01-26,Home,306.76
4254,C204,2025-02-23,Electronics,67.43
4255,C451,2025-01-10,Sports,175.23
4256,C239,2025-01-16,Home,79.99
4257,C172,2025-04-05,Sports,349.12
4258,C338,2025-02-17,Accessories,111.06
4259,C018,2025-02-20,Fashion,202.01
4260,C076,2025-04-09,Electronics,448.88
4261,C107,2025-01-17,Books,110.12
4262,C262,2025-01-30,Fashion,258.82
4263,C383,2025-04-01,Home,215.44
4264,C059,2025-01-29,Books,18.88
4265,C386,2025-02-08,Sports,398.45
4266,C257,2025-02-22,Toys,43.83
4267,C456,2025-01-22,Home,242.38
4268,C036,2025-02-09,Electronics,284.73
4269,C127,2025-03-06,Fashion,317.93
4270,C244,2025-04-03,Fashion,347.43
4271,C210,2025-02-02,Toys,134.1
4272,C301,2025-01-19,Books,14.89
4273,C245,2025-03-28,Toys,364.49
4274,C207,2025-01-20,Home,272.47
4275,C216,2025-04-08,Home,419.7
4276,C293,2025-04-21,Sports,412.48
4277,C278,2025-04-27,Electronics,423.23
4278,C057,2025-02-23,Electronics,247.7
4279,C233,2025-01-27,Electronics,173.48
4280,C013,2025-01-18,Books,397.86
4281,C008,2025-03-19,Sports,231.13
4282,C115,2025-03-11,Sports,99.89
4283,C248,2025-03-07,Home,428.94
4284,C231,2025-01-16,Sports,442.45
4285,C415,2025-04-18,Books,238.49
4286,C284,2025-02-23,Sports,47.09
4287,C318,2025-03-19,Fashion,200.03
4288,C089,2025-02-21,Home,403.73
4289,C094,2025-04-26,Books,451.87
4290,C268,2025-02-23,Fashion,109.7
4291,C272,2025-04-29,Accessories,42.82
4292,C401,2025-04-24,Sports,439.9
4293,C463,2025-04-16,Sports,200.81
4294,C214,2025-03-20,Electronics,275.46
4295,C252,2025-03-13,Home,484.35
4296,C169,2025-02-18,Fashion,42.62
4297,C166,2025-03-10,Books,327.68
4298,C093,2025-01-24,Fashion,46.31
4299,C421,2025-03-02,Toys,193.98
4300,C175,2025-02-19,Accessories,403.87
4301,C287,2025-03-26,Electronics,222.4
4302,C233,2025-01-19,Fashion,498.62
4303,C143,2025-01-24,Accessories,283.94
4304,C163,2025-01-21,Books,167.37
4305,C253,2025-03-28,Toys,117.85
4306,C415,2025-01-08,Home,181.76
4307,C102,2025-02-16,Accessories,192.54
4308,C360,2025-01-21,Toys,43.67
4309,C270,2025-04-08,Home,191.09
4310,C456,2025-04-13,Toys,237.48
4311,C319,2025-03-11,Fashion,364.14
4312,C025,2025-04-10,Toys,331.8
4313,C479,2025-01-14,Home,357.3
4314,C455,2025-03-27,Electronics,14.1
4315,C054,2025-01-22,Books,116.66
4316,C450,2025-01-20,Toys,334.23
4317,C254,2025-02-21,Electronics,247.15
4318,C088,2025-04-29,Electronics,12.6
4319,C351,2025-02-06,Accessories,404.2
4320,C012,2025-02-17,Fashion,388.68
4321,C494,2025-03-30,Fashion,278.73
4322,C263,2025-03-11,Home,42.57
4323,C132,2025-03-08,Electronics,385.59
4324,C267,2025-03-28,Home,296.02
4325,C270,2025-04-09,Home,393.16
4326,C373,2025-04-08,Home,378.36
4327,C169,2025-01-26,Home,403.47
4328,C127,2025-02-14,Toys,263.82
4329,C336,2025-03-01,Accessories,78.76
4330,C490,2025-02-13,Sports,338.87
4331,C293,2025-04-17,Sports,314.03
4332,C360,2025-02-03,Books,373.7
4333,C382,2025-02-20,Home,93.24
4334,C362,2025-03-28,Toys,105.54
4335,C126,2025-04-24,Home,446.3
4336,C045,2025-01-22,Accessories,377.49
4337,C204,2025-02-13,Fashion,455.03
4338,C210,2025-03-06,Toys,381.77
4339,C313,2025-02-24,Accessories,302.61
4340,C244,2025-03-05,Books,330.53
4341,C285,2025-03-15,Home,445.67
4342,C447,2025-03-05,Books,293.62
4343,C404,2025-02-04,Electronics,319.87
4344,C129,2025-03-01,Toys,86.67
4345,C313,2025-01-01,Toys,242.22
4346,C070,2025-04-08,Books,361.03
4347,C327,2025-01-13,Toys,142.76
4348,C273,2025-03-03,Sports,109.1
4349,C018,2025-03-21,Toys,163.78
4350,C401,2025-01-12,Electronics,128.34
4351,C051,2025-04-03,Sports,115.31
4352,C201,2025-02-13,Fashion,218.18
4353,C147,2025-03-24,Accessories,454.84
4354,C229,2025-01-14,Home,258.46
4355,C430,2025-03-07,Electronics,102.08
4356,C096,2025-03-05,Sports,47.72
4357,C188,2025-02-21,Accessories,351.12
4358,C259,2025-04-24,Home,197.57
4359,C097,2025-01-05,Toys,412.7
4360,C056,2025-02-01,Accessories,333.16
4361,C348,2025-01-07,Home,400.16
4362,C279,2025-03-22,Toys,143.25
4363,C248,2025-01-22,Electronics,349.26
4364,C197,2025-01-02,Fashion,139.39
4365,C174,2025-03-01,Books,470.14
